4,32,4,4,96,1,1,1,1,1,1,0,0,4,4,4,64,16,4,64,1,1,1,1,1,1,1,1,1,1,16,1,4,1,16,1,1,1,1,1,64,64,1,6
4,32,4,4,128,1,1,1,1,1,1,0,0,4,4,4,64,16,4,64,1,1,1,1,1,1,1,1,1,1,16,1,4,1,16,1,1,1,1,1,64,64,1,6
4,64,4,4,96,1,1,1,1,1,1,0,0,4,4,4,64,16,4,64,1,1,1,1,1,1,1,1,1,1,16,1,4,1,16,1,1,1,1,1,64,64,1,8
4,64,4,4,128,1,1,1,1,1,1,0,0,4,4,4,64,16,4,64,1,1,1,1,1,1,1,1,1,1,16,1,4,1,16,1,1,1,1,1,64,64,1,8
4,96,4,4,96,1,1,1,1,1,1,0,0,4,4,4,64,16,4,64,1,1,1,1,1,1,1,1,1,1,16,1,4,1,16,1,1,1,1,1,64,64,1,10
4,96,4,4,128,1,1,1,1,1,1,0,0,4,4,4,64,16,4,64,1,1,1,1,1,1,1,1,1,1,16,1,4,1,16,1,1,1,1,1,64,64,1,10
4,128,4,4,96,1,1,1,1,1,1,0,0,4,4,4,64,16,4,64,1,1,1,1,1,1,1,1,1,1,16,1,4,1,16,1,1,1,1,1,64,64,1,11
4,128,4,4,128,1,1,1,1,1,1,0,0,4,4,32,16,16,32,8,1,1,1,1,1,1,2,2,1,1,8,1,16,1,2,1,1,1,8,1,16,4,0,11
4,224,4,4,96,1,1,1,1,1,1,0,0,4,4,4,64,16,4,64,1,1,1,1,1,1,1,1,1,1,16,1,4,1,16,1,1,1,1,1,64,64,1,16
4,224,4,4,128,1,1,1,1,1,1,0,0,4,4,32,16,16,32,8,1,1,1,1,1,1,2,2,1,1,8,1,16,1,2,1,1,1,8,1,16,4,0,16
4,256,4,4,96,1,1,1,1,1,1,0,0,4,4,32,16,16,32,8,1,1,1,1,1,1,2,2,1,1,8,1,16,1,1,2,1,1,16,1,8,4,0,16
4,256,4,4,128,1,1,1,1,1,1,0,0,4,4,32,16,16,32,8,1,1,1,1,1,1,2,2,1,1,8,1,16,1,1,2,1,1,16,1,8,4,0,16
4,320,4,4,96,1,1,1,1,1,1,0,0,4,4,32,16,16,32,8,1,1,1,1,1,1,2,2,1,1,8,1,16,1,2,1,1,1,8,1,16,4,0,19
4,320,4,4,128,1,1,1,1,1,1,0,0,4,4,32,16,16,32,8,1,1,2,1,1,1,4,2,1,1,4,1,16,1,4,1,1,1,4,1,16,4,0,19
4,384,4,4,96,1,1,1,1,1,1,0,0,4,4,32,16,16,32,8,1,1,1,1,1,1,2,2,1,1,8,1,16,1,2,1,1,1,8,1,16,4,0,21
4,384,4,4,128,1,1,1,1,1,1,0,0,4,4,32,16,16,32,8,1,1,1,1,1,1,2,2,1,1,8,1,16,1,2,1,1,1,8,1,16,4,0,21
4,512,4,4,96,1,1,1,1,1,1,0,0,4,4,32,16,16,32,8,1,1,1,1,1,1,2,2,1,1,8,1,16,1,1,2,1,1,16,1,8,4,0,27
