32,64,32,16,16,4,1,1,1,2,1,4,1,1,1,8,1,32,1,4,2,1,1,8,1,32,0,1,-1,0,0
32,64,32,16,16,4,1,1,1,2,1,4,1,1,1,8,1,32,1,4,2,1,1,8,1,32,0,1,1,0,0
32,64,32,16,16,4,1,1,1,2,1,4,1,1,1,8,1,32,1,4,2,1,1,8,1,32,0,0,-1,0,0
16,64,32,16,16,4,1,1,1,2,1,4,1,1,1,8,1,16,1,4,4,1,1,8,1,16,0,0,2,0,0
128,64,8,32,32,2,1,1,1,2,1,4,1,1,1,2,4,32,1,2,1,1,1,4,1,64,0,0,2,0,1
16,64,32,16,16,4,1,1,1,2,1,4,1,1,1,8,1,16,1,4,4,1,1,8,1,16,0,1,3,0,0
128,64,8,32,32,2,1,1,1,2,1,4,1,1,1,2,4,32,1,2,1,1,1,4,1,64,0,0,3,0,1
16,64,32,16,16,4,1,1,1,2,1,4,1,1,1,8,1,16,1,4,4,1,1,8,1,16,0,1,2,0,0
16,64,32,16,16,4,1,1,1,2,1,4,1,1,1,8,1,16,1,4,4,1,1,8,1,16,0,0,4,0,0
64,16,32,16,16,4,1,1,2,1,1,4,4,1,1,8,1,16,1,4,1,1,1,8,1,16,0,1,5,0,0
32,64,32,16,16,4,1,1,1,2,1,4,1,1,1,8,1,32,1,4,2,1,1,8,1,32,0,1,4,0,0
64,32,32,16,16,4,1,1,2,1,1,4,2,1,1,8,1,32,1,4,1,1,1,8,1,32,0,0,6,0,0
32,64,32,16,16,4,1,1,1,2,1,4,1,1,1,8,1,32,1,4,2,1,1,8,1,32,0,1,5,0,0
64,32,32,16,16,4,1,1,2,1,1,4,2,1,1,8,1,32,1,4,1,1,1,8,1,32,0,0,7,0,0
16,64,32,16,16,4,1,1,1,2,1,4,1,1,1,8,1,16,1,4,4,1,1,8,1,16,0,1,1,0,0
16,64,32,16,16,4,1,1,1,2,1,4,1,1,1,8,1,16,1,4,4,1,1,8,1,16,0,0,3,0,0
32,64,32,16,16,4,1,1,1,2,1,4,1,1,1,8,1,32,1,4,2,1,1,8,1,32,0,0,4,0,0
64,32,32,16,16,4,1,1,2,1,1,4,2,1,1,8,1,32,1,4,1,1,1,8,1,32,0,0,5,0,0
64,32,32,16,16,4,1,1,2,1,1,4,2,1,1,8,1,32,1,4,1,1,1,8,1,32,0,1,6,0,0
64,32,32,16,16,4,1,1,2,1,1,4,2,1,1,8,1,32,1,4,1,1,1,8,1,32,0,0,-1,0,0
64,16,32,16,16,4,1,1,2,1,1,4,4,1,1,8,1,16,1,4,1,1,1,8,1,16,0,1,1,0,0
64,16,32,16,16,4,1,1,2,1,1,4,4,1,1,8,1,16,1,4,1,1,1,8,1,16,0,0,3,0,0
16,64,32,16,16,4,1,1,1,2,1,4,1,1,1,8,1,16,1,4,4,1,1,8,1,16,0,0,1,0,0
